netstrain	pxy1	varcorCSYM	Pxy[Mpa]
3.3700	0.7188	88.4830	718.8179
3.3750	0.7216	88.4733	721.6024
3.3800	0.7258	88.5062	725.7896
3.3850	0.7286	88.4365	728.5725
3.3900	0.7328	88.4982	732.7934
3.3950	0.7355	88.3988	735.5299
3.4000	0.7398	88.4584	739.7973
3.4050	0.7425	88.4465	742.5076
3.4100	0.7468	88.4246	746.7825
3.4150	0.7484	88.3477	748.4140
3.4200	0.4973	87.1464	497.2945
3.4250	0.4083	87.8611	408.3178
3.4300	0.4121	87.8208	412.1477
3.4350	0.4153	87.8021	415.3182
3.4400	0.4191	87.7039	419.1479
3.4450	0.4223	87.7317	422.3125
3.4500	0.4261	87.7033	426.1466
3.4550	0.4293	87.7638	429.2761
3.4600	0.4332	87.6823	433.1546
3.4650	0.4363	87.6918	436.2587
3.4700	0.4402	87.7108	440.1657
3.4750	0.4432	87.7440	443.2130
3.4800	0.4472	87.6935	447.1805
3.4850	0.4502	87.7803	450.1826
3.4900	0.4542	87.7133	454.1658
3.4950	0.4572	87.7676	457.1557
3.5000	0.4612	87.7140	461.2035
3.5050	0.4641	87.6724	464.0805
3.5100	0.4682	87.6717	468.2211
3.5150	0.4711	87.6455	471.0563
3.5200	0.4752	87.6716	475.1937
3.5250	0.4780	87.7380	478.0019
3.5300	0.4822	87.6526	482.1852
3.5350	0.4849	87.6027	484.8834
3.5400	0.4892	87.6262	489.2003
3.5450	0.4918	87.5647	491.8424
3.5500	0.4962	87.5677	496.1798
3.5550	0.4988	87.6024	498.7629
3.5600	0.5032	87.5965	503.2118
3.5650	0.5057	87.5589	505.7427
3.5700	0.5102	87.5489	510.1725
3.5750	0.5128	87.5261	512.8010
3.5800	0.5168	87.6186	516.7881
3.5850	0.5195	87.5240	519.4763
3.5900	0.5238	87.5341	523.7529
3.5950	0.5262	87.4216	526.2141
3.6000	0.5286	87.4906	528.5826
3.6050	0.5313	87.4987	531.3316
3.6100	0.5356	87.4870	535.5955
3.6150	0.5383	87.4500	538.3105
3.6200	0.5426	87.4565	542.5729
3.6250	0.5453	87.4717	545.3052
3.6300	0.5496	87.4130	549.5739
3.6350	0.5523	87.4552	552.2804
3.6400	0.5566	87.4501	556.5790
3.6450	0.5592	87.4088	559.2206
3.6500	0.5635	87.3732	563.5395
3.6550	0.5662	87.3702	566.2324
3.6600	0.5705	87.4450	570.4989
3.6650	0.5732	87.4323	573.1539
3.6700	0.5775	87.3710	577.4916
3.6750	0.5802	87.4572	580.1579
3.6800	0.5845	87.3800	584.4849
3.6850	0.5871	87.4315	587.1101
3.6900	0.5915	87.3451	591.5156
3.6950	0.5941	87.3678	594.0824
3.7000	0.5984	87.3982	598.3545
3.7050	0.6011	87.3153	601.1185
3.7100	0.6053	87.3026	605.3491
3.7150	0.6080	87.3590	608.0372
3.7200	0.6123	87.3091	612.3092
3.7250	0.6151	87.3547	615.0657
3.7300	0.6190	87.2330	618.9934
3.7350	0.6217	87.3619	621.6874
3.7400	0.6260	87.2395	625.9763
3.7450	0.6287	87.2943	628.6980
3.7500	0.6330	87.2460	632.9732
3.7550	0.6356	87.2853	635.6429
3.7600	0.6397	87.2577	639.7292
3.7650	0.6423	87.2696	642.3044
3.7700	0.6466	87.3059	646.6359
3.7750	0.6493	87.2203	649.2907
3.7800	0.6536	87.3028	653.5868
3.7850	0.6559	87.2607	655.9264
3.7900	0.6601	87.2706	660.1061
3.7950	0.6628	87.2230	662.7762
3.8000	0.6670	87.2004	666.9796
3.8050	0.6698	87.2346	669.7737
3.8100	0.6740	87.1929	673.9817
3.8150	0.6767	87.2368	676.7368
3.8200	0.6810	87.2103	680.9886
3.8250	0.6837	87.2032	683.7436
3.8300	0.6880	87.1892	687.9659
3.8350	0.6907	87.1707	690.7390
3.8400	0.6949	87.1881	694.8970
3.8450	0.6977	87.1607	697.7270
3.8500	0.7019	87.1697	701.9304
3.8550	0.7047	87.1213	704.6673
3.8600	0.7089	87.1415	708.9323
3.8650	0.7116	87.1461	711.6431
3.8700	0.7159	87.1447	715.9177
3.8750	0.7186	87.1663	718.6235
3.8800	0.7229	87.0884	722.8869
3.8850	0.7256	87.1287	725.6439
3.8900	0.7299	87.1309	729.8823
3.8950	0.7326	87.1736	732.5992
3.9000	0.7368	87.1188	736.8187
3.9050	0.7395	87.1382	739.5262
3.9100	0.7438	87.0916	743.7985
3.9150	0.7465	87.1027	746.5053
3.9200	0.7508	87.0552	750.7861
3.9250	0.7534	87.0569	753.4187
3.9300	0.5646	88.0831	564.6061
3.9350	0.5687	88.1453	568.7324
3.9400	0.5716	88.0376	571.6354
3.9450	0.5757	88.1636	575.7322
3.9500	0.5786	88.1093	578.6035
3.9550	0.5827	88.0503	582.7459
3.9600	0.5856	88.1320	585.6038
3.9650	0.5897	88.0289	589.7152
3.9700	0.5925	87.9961	592.5412
3.9750	0.5967	88.1071	596.7074
3.9800	0.5995	88.0264	599.5401
3.9850	0.6037	87.9663	603.6872
3.9900	0.6064	88.0090	606.4275
3.9950	0.6107	88.0440	610.6880
4.0000	0.6134	87.9481	613.4056
4.0050	0.6177	87.9310	617.6681
4.0100	0.6204	88.0390	620.3566
4.0150	0.6247	87.9392	624.6638
4.0200	0.6274	87.8745	627.3561
4.0250	0.6316	87.9010	631.6453
4.0300	0.6343	87.8989	634.3123
4.0350	0.5402	88.7856	540.1647
4.0400	0.4674	88.6759	467.4266
4.0450	0.4143	88.2174	414.3283
4.0500	0.4042	86.7561	404.2220
4.0550	0.4069	86.7748	406.8647
4.0600	0.4112	86.6959	411.1513
4.0650	0.4139	86.7991	413.8874
4.0700	0.4181	86.6451	418.1449
4.0750	0.4208	86.7729	420.8420
4.0800	0.4251	86.6979	425.1226
4.0850	0.4278	86.7921	427.7903
4.0900	0.4321	86.6991	432.0837
4.0950	0.4340	86.6365	434.0231
4.1000	0.4384	86.6714	438.4157
4.1050	0.4409	86.7144	440.8937
4.1100	0.4453	86.7102	445.3490
4.1150	0.4478	86.6865	447.8162
4.1200	0.4502	86.6130	450.1727
4.1250	0.4111	86.9165	411.1273
4.1300	0.3596	87.1688	359.6220
4.1350	0.3628	87.1166	362.8304
4.1400	0.3666	87.1923	366.5615
4.1450	0.3698	87.1764	369.8300
4.1500	0.3736	87.1772	373.5612
4.1550	0.3768	87.2172	376.7572
4.1600	0.3805	87.1373	380.5058
4.1650	0.3837	87.0825	383.6740
4.1700	0.3875	87.0542	387.4821
4.1750	0.3906	87.1118	390.5545
4.1800	0.3944	87.1601	394.3602
4.1850	0.3975	87.1624	397.5451
4.1900	0.4013	87.1271	401.2615
4.1950	0.4045	87.0971	404.4983
4.2000	0.4083	87.0841	408.2820
4.2050	0.4115	87.0976	411.5039
4.2100	0.4153	87.0963	415.3018
4.2150	0.4185	87.0628	418.4837
4.2200	0.4223	87.0981	422.2927
4.2250	0.4254	87.1011	425.4108
4.2300	0.4293	87.1365	429.3018
4.2350	0.4324	87.1227	432.4118
4.2400	0.4363	87.0589	436.3192
4.2450	0.4394	87.0785	439.3922
4.2500	0.4433	87.0426	443.3496
4.2550	0.4464	87.0316	446.3580
4.2600	0.4503	87.0349	450.3261
4.2650	0.4533	87.0119	453.3488
