netstrain	pxy1	varcorCSYM	Pxy[Mpa]
0.2750	0.1937	97.2871	193.6703
0.2800	0.1970	97.2260	196.9576
0.2850	0.2007	97.3132	200.7349
0.2900	0.2040	97.2173	203.9580
0.2950	0.2078	97.2011	207.7815
0.3000	0.2110	97.1943	210.9877
0.3050	0.2148	97.1811	214.8271
0.3100	0.2180	97.1739	218.0311
0.3150	0.2219	97.1851	221.8749
0.3200	0.2250	97.1202	225.0233
0.3250	0.2289	97.1903	228.8695
0.3300	0.2320	97.2044	232.0261
0.3350	0.2359	97.0673	235.8933
0.3400	0.2391	97.1739	239.0888
0.3450	0.2429	97.0954	242.9322
0.3500	0.2461	97.1174	246.0882
0.3550	0.2500	97.0543	249.9786
0.3600	0.2531	97.1068	253.0795
0.3650	0.2570	97.0713	256.9824
0.3700	0.2600	97.0820	259.9558
0.3750	0.2640	97.0256	263.9550
0.3800	0.2670	97.1049	267.0127
0.3850	0.2710	97.0584	270.9834
0.3900	0.2740	97.1122	274.0105
0.3950	0.2780	97.0303	278.0365
0.4000	0.2810	97.0399	281.0292
0.4050	0.2851	97.0555	285.0706
0.4100	0.2880	97.0271	288.0347
0.4150	0.2921	97.0492	292.0606
0.4200	0.2950	96.9426	295.0119
0.4250	0.2991	96.9815	299.1069
0.4300	0.3020	97.0230	302.0338
0.4350	0.3062	97.0209	306.1517
0.4400	0.3090	97.0361	309.0037
0.4450	0.3131	97.0229	313.1482
0.4500	0.3161	96.9403	316.0845
0.4550	0.3202	96.9662	320.2163
0.4600	0.3231	96.9444	323.0941
0.4650	0.3272	97.0349	327.2178
0.4700	0.3301	96.8923	330.1028
0.4750	0.3343	96.9482	334.2702
0.4800	0.3371	96.9166	337.1193
0.4850	0.3412	96.8476	341.2350
0.4900	0.3442	96.9303	344.1558
0.4950	0.3483	96.8576	348.2602
0.5000	0.3511	96.8941	351.1313
0.5050	0.3553	96.8323	355.2594
0.5100	0.3581	96.9026	358.1234
0.5150	0.3623	96.8622	362.3356
0.5200	0.3651	96.8708	365.1276
0.5250	0.3693	96.7558	369.3248
0.5300	0.3722	96.8137	372.1732
0.5350	0.3763	96.8337	376.3455
0.5400	0.3792	96.8581	379.1787
0.5450	0.3834	96.8088	383.3775
0.5500	0.3862	96.8084	386.2285
0.5550	0.3904	96.8164	390.3916
0.5600	0.3932	96.8561	393.1941
0.5650	0.3974	96.7996	397.3966
0.5700	0.4002	96.7828	400.2128
0.5750	0.4044	96.7838	404.4243
0.5800	0.4072	96.7986	407.2301
0.5850	0.4114	96.8174	411.4200
0.5900	0.4143	96.7959	414.2838
0.5950	0.4184	96.7704	418.4334
0.6000	0.4213	96.7691	421.2580
0.6050	0.4255	96.7424	425.4850
0.6100	0.4282	96.8007	428.2373
0.6150	0.4325	96.6965	432.5057
0.6200	0.4352	96.7225	435.2325
0.6250	0.4380	96.7185	437.9530
0.6300	0.4408	96.6939	440.7998
0.6350	0.4450	96.6566	444.9720
0.6400	0.4478	96.6970	447.8176
0.6450	0.4520	96.7226	451.9639
0.6500	0.4548	96.6850	454.8369
0.6550	0.4589	96.6092	458.9441
0.6600	0.4619	96.6557	461.8817
0.6650	0.4660	96.5972	465.9982
0.6700	0.4689	96.6343	468.9477
0.6750	0.4730	96.5633	473.0087
0.6800	0.4759	96.6279	475.9344
0.6850	0.4801	96.6063	480.0591
0.6900	0.4829	96.5861	482.9126
0.6950	0.4870	96.5711	487.0399
0.7000	0.4900	96.5508	489.9675
0.7050	0.4940	96.5686	494.0403
0.7100	0.4970	96.5139	496.9948
0.7150	0.5011	96.5316	501.1011
0.7200	0.5040	96.4590	504.0382
0.7250	0.5081	96.4908	508.0919
0.7300	0.5108	96.4680	510.8261
0.7350	0.5151	96.4891	515.1269
0.7400	0.5178	96.4602	517.8263
0.7450	0.5221	96.4826	522.0846
0.7500	0.5248	96.4650	524.8212
0.7550	0.5291	96.4349	529.0986
0.7600	0.5318	96.3721	531.8076
0.7650	0.5359	96.4536	535.9224
0.7700	0.5388	96.3637	538.8293
0.7750	0.5429	96.4175	542.9291
0.7800	0.5459	96.4141	545.8544
0.7850	0.5499	96.4265	549.8935
0.7900	0.5528	96.3785	552.8375
0.7950	0.5569	96.3586	556.9462
0.8000	0.5599	96.3725	559.8989
0.8050	0.5639	96.3552	563.9320
0.8100	0.5669	96.4167	566.8726
0.8150	0.5710	96.3992	570.9756
0.8200	0.5739	96.3531	573.8990
0.8250	0.5780	96.3216	578.0035
0.8300	0.5809	96.3376	580.9403
0.8350	0.5850	96.2652	584.9673
0.8400	0.5879	96.3561	587.8816
0.8450	0.5920	96.3009	591.9607
0.8500	0.5949	96.2924	594.8960
0.8550	0.5990	96.3147	598.9907
0.8600	0.6018	96.3231	601.8451
0.8650	0.6060	96.2426	606.0213
0.8700	0.6089	96.2498	608.8660
0.8750	0.6130	96.2480	613.0386
0.8800	0.6158	96.1829	615.7611
0.8850	0.6201	96.2471	620.0821
0.8900	0.6228	96.2387	622.7732
0.8950	0.6271	96.2006	627.0804
0.9000	0.6298	96.1850	629.7537
0.9050	0.6341	96.1770	634.0713
0.9100	0.6367	96.1125	636.7270
0.9150	0.6411	96.1902	641.1192
0.9200	0.6432	96.0740	643.2167
0.9250	0.6476	96.1329	647.6023
0.9300	0.6492	96.0412	649.2069
0.9350	0.6529	96.1197	652.9243
0.9400	0.6558	96.1182	655.7939
0.9450	0.6599	96.0921	659.9102
0.9500	0.6628	96.1084	662.8086
0.9550	0.6669	96.1045	666.9343
0.9600	0.6698	96.0265	669.8189
0.9650	0.6740	96.0894	673.9798
0.9700	0.6768	95.9712	676.8264
0.9750	0.6809	96.1050	680.9446
0.9800	0.6838	95.9687	683.7875
0.9850	0.6879	96.0059	687.9060
0.9900	0.6908	95.9439	690.8225
0.9950	0.6949	95.9270	694.9177
1.0000	0.6978	95.9299	697.8218
1.0050	0.7019	95.9055	701.8547
1.0100	0.7048	95.8883	704.8132
1.0150	0.7089	95.9399	708.9319
1.0200	0.7118	95.9400	711.8083
1.0250	0.7159	95.8807	715.9405
1.0300	0.7188	95.9086	718.8410
1.0350	0.7230	95.8734	722.9701
1.0400	0.7259	95.8947	725.8726
1.0450	0.7299	95.9189	729.9232
1.0500	0.7329	95.7889	732.8589
1.0550	0.7369	95.8350	736.9223
1.0600	0.7399	95.8509	739.9008
1.0650	0.7439	95.8108	743.9177
1.0700	0.7469	95.8418	746.9298
1.0750	0.7510	95.8552	750.9800
1.0800	0.7539	95.7959	753.9236
1.0850	0.7580	95.8284	757.9686
1.0900	0.7609	95.7516	760.9313
1.0950	0.7650	95.7480	764.9827
1.1000	0.7679	95.7172	767.9251
1.1050	0.7720	95.8058	772.0223
1.1100	0.7749	95.6872	774.8713
1.1150	0.7790	95.6473	778.9533
1.1200	0.7817	95.6074	781.7232
1.1250	0.7859	95.6607	785.9400
1.1300	0.7887	95.6125	788.7369
1.1350	0.7929	95.6696	792.9038
1.1400	0.7957	95.5224	795.7003
1.1450	0.7999	95.6271	799.9010
1.1500	0.8027	95.5393	802.7220
1.1550	0.8069	95.5948	806.9497
1.1600	0.8097	95.5152	809.6977
1.1650	0.8132	95.5407	813.1786
1.1700	0.8160	95.5403	816.0084
1.1750	0.8202	95.5069	820.1828
1.1800	0.8230	95.4587	822.9997
1.1850	0.8272	95.4770	827.1625
1.1900	0.8300	95.4371	829.9773
1.1950	0.8342	95.4894	834.1811
1.2000	0.8371	95.5437	837.0684
1.2050	0.8412	95.5372	841.2036
1.2100	0.8440	95.4085	844.0300
1.2150	0.8482	95.4453	848.2144
1.2200	0.8510	95.4355	851.0384
1.2250	0.8552	95.3945	855.1960
1.2300	0.8580	95.3814	857.9947
1.2350	0.8622	95.3899	862.1537
1.2400	0.8650	95.3312	865.0350
1.2450	0.8691	95.3634	869.0612
1.2500	0.8718	95.3071	871.8307
1.2550	0.8760	95.3340	875.9511
1.2600	0.8788	95.3408	878.8296
1.2650	0.8829	95.3479	882.9364
1.2700	0.8858	95.2575	885.8418
1.2750	0.8900	95.2422	889.9559
1.2800	0.8929	95.2859	892.8586
1.2850	0.8970	95.3133	896.9853
1.2900	0.8998	95.3060	899.7917
1.2950	0.9039	95.3279	903.9450
1.3000	0.9067	95.2487	906.7476
1.3050	0.9109	95.2845	910.9267
1.3100	0.9137	95.1750	913.7441
1.3150	0.9176	95.2581	917.5941
1.3200	0.9204	95.2639	920.4062
1.3250	0.9246	95.2967	924.6350
1.3300	0.9275	95.1951	927.4786
1.3350	0.9315	95.2268	931.5493
1.3400	0.9344	95.1340	934.3907
1.3450	0.9386	95.2400	938.5627
1.3500	0.9414	95.1218	941.4039
1.3550	0.9456	95.2238	945.5556
1.3600	0.9484	95.1200	948.4177
1.3650	0.9526	95.1900	952.5926
1.3700	0.9554	95.1122	955.3945
1.3750	0.9596	95.1777	959.5983
1.3800	0.9624	95.0728	962.4449
1.3850	0.9666	95.1275	966.5501
1.3900	0.9694	95.0878	969.4203
1.3950	0.9723	95.1440	972.3330
1.4000	0.9751	95.0866	975.1036
1.4050	0.9793	95.1315	979.2787
1.4100	0.9821	95.0978	982.1435
1.4150	0.9863	95.1319	986.2522
1.4200	0.9891	94.9733	989.1060
1.4250	0.9932	95.0734	993.2400
1.4300	0.9960	95.0100	995.9981
1.4350	1.0003	94.9643	1000.2540
1.4400	1.0030	94.9384	1002.9735
1.4450	1.0072	94.9770	1007.1968
1.4500	1.0100	94.8603	1009.9787
1.4550	1.0137	94.9683	1013.6580
1.4600	1.0165	94.9409	1016.5119
1.4650	1.0206	94.9505	1020.6250
1.4700	1.0235	94.9321	1023.5089
1.4750	1.0276	94.9809	1027.6186
1.4800	1.0305	94.8522	1030.4754
1.4850	1.0346	94.8930	1034.6369
1.4900	1.0375	94.8326	1037.4630
1.4950	1.0416	94.8665	1041.5998
1.5000	1.0445	94.8151	1044.4731
1.5050	1.0486	94.8374	1048.5854
1.5100	1.0515	94.7792	1051.4654
1.5150	1.0556	94.7395	1055.6241
1.5200	1.0585	94.7789	1058.4583
1.5250	1.0626	94.8107	1062.5752
1.5300	1.0654	94.7617	1065.4278
1.5350	1.0696	94.7466	1069.5877
1.5400	1.0724	94.6970	1072.4267
1.5450	1.0766	94.7455	1076.5650
1.5500	1.0795	94.6713	1079.4886
1.5550	1.0836	94.7216	1083.5769
1.5600	1.0865	94.7038	1086.4533
1.5650	1.0906	94.7745	1090.5558
1.5700	1.0934	94.6742	1093.4204
1.5750	1.0097	94.9088	1009.6672
1.5800	0.9350	94.0699	934.9859
1.5850	0.9384	94.1209	938.4249
1.5900	0.9418	94.1721	941.7681
1.5950	0.9455	94.1014	945.4566
1.6000	0.9488	94.1206	948.7607
1.6050	0.9525	94.0540	952.4611
1.6100	0.9557	94.1024	955.7351
1.6150	0.9595	94.0854	959.4867
1.6200	0.9627	94.0362	962.7107
1.6250	0.9665	94.0668	966.4728
1.6300	0.9696	93.9962	969.5523
1.6350	0.9733	93.9865	973.3096
1.6400	0.9766	93.9456	976.5538
1.6450	0.9803	93.9161	980.3150
1.6500	0.9836	93.9115	983.5539
1.6550	0.9873	93.9436	987.3091
1.6600	0.9905	93.8610	990.5158
1.6650	0.9943	93.8910	994.3185
1.6700	0.9975	93.9090	997.5289
1.6750	1.0013	93.8569	1001.2941
1.6800	1.0045	93.8977	1004.5431
1.6850	1.0084	93.8899	1008.3557
1.6900	1.0115	93.9135	1011.5029
1.6950	1.0153	93.8918	1015.3284
1.7000	1.0185	93.8783	1018.4743
1.7050	1.0223	93.8488	1022.3201
1.7100	1.0255	93.8401	1025.4620
1.7150	1.0293	93.8730	1029.3081
1.7200	1.0325	93.8271	1032.4822
1.7250	1.0359	93.8065	1035.9397
1.7300	1.0391	93.7957	1039.1153
1.7350	1.0429	93.7616	1042.9293
1.7400	1.0461	93.8314	1046.0756
1.7450	1.0500	93.8299	1049.9577
1.7500	1.0531	93.7691	1053.0554
1.7550	1.0570	93.7851	1056.9634
1.7600	1.0600	93.7638	1060.0139
1.7650	1.0639	93.7580	1063.9325
1.7700	1.0670	93.7808	1066.9897
1.7750	1.0709	93.7432	1070.9485
1.7800	1.0740	93.7339	1073.9519
1.7850	1.0779	93.6810	1077.9084
1.7900	1.0809	93.7438	1080.9333
1.7950	1.0849	93.6952	1084.9214
1.8000	1.0880	93.6827	1087.9678
1.8050	1.0919	93.6939	1091.8817
1.8100	1.0950	93.6731	1094.9546
1.8150	1.0989	93.6691	1098.8934
1.8200	1.1020	93.6528	1101.9761
1.8250	1.1058	93.6439	1105.8228
1.8300	1.1089	93.6502	1108.9239
1.8350	1.1129	93.6730	1112.8579
1.8400	1.1159	93.5959	1115.9109
1.8450	1.1199	93.6129	1119.8708
1.8500	1.1229	93.5835	1122.8813
1.8550	1.1269	93.5222	1126.8675
1.8600	1.1299	93.5292	1129.8795
1.8650	1.1339	93.6162	1133.8610
1.8700	1.1368	93.6240	1136.8307
1.8750	1.1409	93.6056	1140.9242
1.8800	1.1438	93.5291	1143.8100
1.8850	1.1479	93.5399	1147.8808
1.8900	1.1508	93.5309	1150.8114
1.8950	1.1549	93.5403	1154.8730
1.9000	1.1578	93.5182	1157.7798
1.9050	1.1619	93.5188	1161.8645
1.9100	1.1648	93.5339	1164.7547
1.9150	1.1689	93.4993	1168.8866
1.9200	1.1718	93.5196	1171.7866
1.9250	1.1759	93.5019	1175.8796
1.9300	1.1787	93.4667	1178.7372
1.9350	1.1828	93.5107	1182.8099
1.9400	1.1858	93.5270	1185.7528
1.9450	1.1898	93.4530	1189.7725
1.9500	1.1927	93.4413	1192.7381
1.9550	1.1967	93.4040	1196.7405
1.9600	1.1997	93.4673	1199.6959
1.9650	1.2037	93.4969	1203.7164
1.9700	1.2059	93.4286	1205.9055
1.9750	1.2100	93.4645	1209.9794
1.9800	1.2129	93.3780	1212.8693
1.9850	1.2170	93.4450	1216.9651
1.9900	1.2199	93.3704	1219.9448
1.9950	1.2239	93.3778	1223.9059
2.0000	1.2269	93.4164	1226.8566
2.0050	1.2309	93.3765	1230.9217
2.0100	1.2339	93.3835	1233.8518
2.0150	1.2379	93.3707	1237.9147
2.0200	1.2408	93.3784	1240.8170
2.0250	1.2449	93.4016	1244.8849
2.0300	1.2478	93.3665	1247.7941
2.0350	1.2519	93.3107	1251.8798
2.0400	1.2548	93.2584	1254.7595
2.0450	1.2589	93.3103	1258.9235
2.0500	1.2618	93.3339	1261.7978
2.0550	1.2658	93.2432	1265.8344
2.0600	1.2688	93.2528	1268.7624
2.0650	1.2728	93.2889	1272.8446
2.0700	1.2757	93.2714	1275.7448
2.0750	1.2798	93.3005	1279.8234
2.0800	1.2827	93.3310	1282.7474
2.0850	1.2868	93.2572	1286.7784
2.0900	1.2897	93.2742	1289.7010
2.0950	1.2937	93.2286	1293.7037
2.1000	1.2967	93.2468	1296.6986
2.1050	1.3007	93.2808	1300.6810
2.1100	1.3037	93.2062	1303.6648
2.1150	1.3076	93.2834	1307.6279
2.1200	1.3106	93.1981	1310.6109
2.1250	1.3146	93.2354	1314.6033
2.1300	1.3176	93.2084	1317.5593
2.1350	1.3216	93.1860	1321.5927
2.1400	1.3245	93.1520	1324.5402
2.1450	1.3286	93.2079	1328.5663
2.1500	1.3315	93.1227	1331.5101
2.1550	1.3355	93.1449	1335.5435
2.1600	1.3385	93.1290	1338.4920
2.1650	1.3425	93.1342	1342.4634
2.1700	1.3455	93.1307	1345.4558
2.1750	1.3494	93.0950	1349.4340
2.1800	1.3524	93.1769	1352.4377
2.1850	1.3564	93.1341	1356.3965
2.1900	1.3593	93.0881	1359.3094
2.1950	1.3172	93.3767	1317.1844
2.2000	1.3202	93.3540	1320.2414
2.2050	1.3241	93.3637	1324.1223
2.2100	1.3272	93.3403	1327.2294
2.2150	1.3311	93.3377	1331.1081
2.2200	1.3341	93.3207	1334.1247
2.2250	1.3381	93.3238	1338.0911
2.2300	1.3411	93.2887	1341.1140
2.2350	1.3451	93.3066	1345.0732
2.2400	1.3482	93.3192	1348.1665
2.2450	1.3520	93.2324	1351.9554
2.2500	1.3549	93.2887	1354.9157
2.2550	1.3588	93.3402	1358.7636
2.2600	1.3618	93.2795	1361.7921
2.2650	1.3657	93.2802	1365.7158
2.2700	1.3687	93.2361	1368.6952
2.2750	1.3726	93.2826	1372.6420
2.2800	1.3757	93.2315	1375.7404
2.2850	1.3796	93.2473	1379.5668
2.2900	1.3827	93.2249	1382.6790
2.2950	1.3866	93.2158	1386.5593
2.3000	1.3895	93.2096	1389.5495
2.3050	1.3935	93.1742	1393.5395
2.3100	1.3965	93.1226	1396.5009
2.3150	1.4005	93.1461	1400.5230
2.3200	1.4035	93.1508	1403.4640
2.3250	1.4075	93.1612	1407.4666
2.3300	1.4105	93.1305	1410.4604
2.3350	1.4145	93.1050	1414.4620
2.3400	1.4174	93.0767	1417.4059
2.3450	1.4214	93.0590	1421.4287
2.3500	1.4244	93.0669	1424.4063
2.3550	1.4284	93.0298	1428.4214
2.3600	1.4314	93.0134	1431.3539
2.3650	1.4353	93.0453	1435.3463
2.3700	1.4383	93.0083	1438.2798
2.3750	1.4423	93.0270	1442.3289
2.3800	1.4452	92.9666	1445.2402
2.3850	1.4492	92.9382	1449.2196
2.3900	1.4522	92.9713	1452.1882
2.3950	1.4562	92.9459	1456.2000
2.4000	1.4591	92.9623	1459.1310
2.4050	1.4632	92.8978	1463.1530
2.4100	1.4661	92.9592	1466.0876
2.4150	1.4701	92.9368	1470.0891
2.4200	1.4729	92.8688	1472.9329
2.4250	1.4770	92.9416	1477.0150
2.4300	1.4799	92.9159	1479.9400
2.4350	1.4839	92.8936	1483.9212
2.4400	1.4869	92.8855	1486.8870
2.4450	1.4909	92.8933	1490.9167
2.4500	1.4939	92.9390	1493.8763
2.4550	1.4979	92.8747	1497.8768
2.4600	1.5008	92.8584	1500.8327
2.4650	1.5047	92.8623	1504.7160
2.4700	1.5078	92.8542	1507.8083
2.4750	1.5117	92.8558	1511.7008
2.4800	1.5147	92.7560	1514.7352
2.4850	1.5187	92.9127	1518.6757
2.4900	1.5217	92.8210	1521.7491
2.4950	1.5256	92.7802	1525.6312
2.5000	1.5287	92.7654	1528.7178
2.5050	1.5325	92.7735	1532.5311
2.5100	1.5356	92.7911	1535.6434
2.5150	1.5395	92.7874	1539.5090
2.5200	1.5426	92.7494	1542.6052
2.5250	1.5464	92.7571	1546.4210
2.5300	1.5495	92.7623	1549.4847
2.5350	1.5533	92.7466	1553.3468
2.5400	1.5564	92.7480	1556.4249
2.5450	1.5603	92.8153	1560.2919
2.5500	1.5634	92.7179	1563.4167
2.5550	1.5252	93.3251	1525.1697
2.5600	1.5172	93.4276	1517.2207
2.5650	1.5208	93.3444	1520.8165
2.5700	1.5242	93.3041	1524.1844
2.5750	1.5278	93.2718	1527.7797
2.5800	1.5312	93.2599	1531.1643
2.5850	1.5347	93.2466	1534.6964
2.5900	1.5381	93.2565	1538.1137
2.5950	1.5416	93.1875	1541.6217
2.6000	1.5450	93.2334	1545.0468
2.6050	1.5486	93.1469	1548.5610
2.6100	1.5520	93.2076	1551.9594
2.6150	1.5552	93.1849	1555.2219
2.6200	1.5586	93.2399	1558.6005
2.6250	1.5621	93.2032	1562.1334
2.6300	1.5652	93.2933	1565.1788
2.6350	1.5687	93.2079	1568.6863
2.6400	1.5721	93.2760	1572.1439
2.6450	1.5757	93.2680	1575.6733
2.6500	1.5791	93.2165	1579.1113
2.6550	1.5826	93.2481	1582.6481
2.6600	1.5860	93.2070	1586.0377
2.6650	1.5896	93.2376	1589.6004
2.6700	1.5930	93.2251	1593.0099
2.6750	1.5965	93.2143	1596.5431
2.6800	1.6000	93.2173	1599.9907
2.6850	1.6035	93.1678	1603.5337
2.6900	1.6069	93.1519	1606.9298
2.6950	1.6105	93.1501	1610.4723
2.7000	1.6139	93.1731	1613.9140
2.7050	1.6174	93.1586	1617.4105
2.7100	1.6208	93.1674	1620.8212
2.7150	1.6244	93.1471	1624.3903
2.7200	1.6278	93.1633	1627.7975
2.7250	1.6313	93.1468	1631.3367
2.7300	1.6347	93.1361	1634.7500
2.7350	1.6383	93.1136	1638.3081
2.7400	1.6417	93.1013	1641.6789
2.7450	1.6453	93.1069	1645.2859
2.7500	1.6487	93.0934	1648.6613
2.7550	1.6522	93.0639	1652.2301
2.7600	1.6556	93.0311	1655.5926
2.7650	1.6592	93.0209	1659.1724
2.7700	1.6626	93.0530	1662.5506
2.7750	1.6662	93.0639	1666.1560
2.7800	1.6695	93.0485	1669.4892
2.7850	1.6731	93.0613	1673.0894
2.7900	1.6765	93.0187	1676.4658
2.7950	1.6801	93.0356	1680.0634
2.8000	1.6834	93.0832	1683.4295
2.8050	1.6870	93.0810	1687.0497
2.8100	1.6903	93.0391	1690.3475
2.8150	1.6940	93.0309	1693.9903
2.8200	1.6973	93.0493	1697.3077
2.8250	1.7009	93.0035	1700.9373
2.8300	1.7042	93.0305	1704.2067
2.8350	1.7079	92.9774	1707.9105
2.8400	1.7107	92.9213	1710.7439
2.8450	1.7143	92.8747	1714.3479
2.8500	1.7177	92.8330	1717.6850
2.8550	1.7213	92.9179	1721.2899
2.8600	1.7246	92.8879	1724.6026
2.8650	1.7282	92.8785	1728.2406
2.8700	1.7315	92.8585	1731.5030
2.8750	1.7352	92.8436	1735.2047
2.8800	1.7385	92.9065	1738.4630
2.8850	1.7421	92.8484	1742.1458
2.8900	1.7455	92.8196	1745.4518
2.8950	1.7491	92.8269	1749.1135
2.9000	1.7523	92.7886	1752.3417
2.9050	1.7559	92.7737	1755.9443
2.9100	1.7592	92.7793	1759.2039
2.9150	1.7629	92.7637	1762.9136
2.9200	1.7661	92.8275	1766.1303
2.9250	1.7698	92.7378	1769.8057
2.9300	1.7730	92.7895	1773.0315
2.9350	1.7768	92.7613	1776.7920
2.9400	1.7800	92.7601	1779.9774
2.9450	1.7837	92.7660	1783.6797
2.9500	1.7869	92.7772	1786.9026
2.9550	1.7906	92.7634	1790.6194
2.9600	1.7938	92.7239	1793.8348
2.9650	1.7976	92.7315	1797.5853
2.9700	1.8008	92.7385	1800.7544
2.9750	1.8045	92.6989	1804.4935
2.9800	1.8077	92.7715	1807.6814
2.9850	1.8114	92.7447	1811.4308
2.9900	1.8146	92.7012	1814.5886
2.9950	1.8184	92.6798	1818.3848
3.0000	1.8215	92.6336	1821.5236
3.0050	1.8253	92.6987	1825.2881
3.0100	1.8284	92.6691	1828.4320
3.0150	1.8323	92.6916	1832.2642
3.0200	1.8354	92.6979	1835.3599
3.0250	1.8392	92.6954	1839.2316
3.0300	1.8423	92.6929	1842.2901
3.0350	1.8462	92.6335	1846.1577
3.0400	1.8492	92.7275	1849.1537
3.0450	1.8531	92.6425	1853.1043
3.0500	1.8560	92.7132	1856.0135
3.0550	1.8598	92.5823	1859.8070
3.0600	1.8628	92.6814	1862.8002
3.0650	1.8668	92.6216	1866.7872
3.0700	1.8697	92.7427	1869.7211
3.0750	1.8737	92.6416	1873.6596
3.0800	1.8767	92.6605	1876.6731
3.0850	1.8806	92.6589	1880.5967
3.0900	1.8836	92.6378	1883.5952
3.0950	1.8875	92.5986	1887.5306
3.1000	1.8905	92.7065	1890.5134
3.1050	1.8945	92.6748	1894.4760
3.1100	1.8974	92.6261	1897.4281
3.1150	1.9014	92.5841	1901.3826
3.1200	1.9044	92.6368	1904.3661
3.1250	1.9083	92.5405	1908.3341
3.1300	1.9113	92.6559	1911.2662
3.1350	1.9153	92.4652	1915.2558
3.1400	1.9181	92.6061	1918.0657
3.1450	1.9221	92.5738	1922.0627
3.1500	1.9250	92.5438	1924.9702
3.1550	1.9290	92.5736	1928.9958
3.1600	1.9319	92.5674	1931.8724
3.1650	1.9359	92.4497	1935.9064
3.1700	1.9388	92.4701	1938.7671
3.1750	1.9429	92.4910	1942.8939
3.1800	1.9457	92.4528	1945.6586
3.1850	1.9498	92.4367	1949.7937
3.1900	1.9526	92.4777	1952.5709
3.1950	1.9567	92.3827	1956.6612
3.2000	1.9595	92.5047	1959.4735
3.2050	1.9636	92.3630	1963.5916
3.2100	1.9664	92.3926	1966.3679
3.2150	1.9705	92.4051	1970.5317
3.2200	1.9733	92.4045	1973.2944
3.2250	1.9775	92.3695	1977.4633
3.2300	1.9801	92.3819	1980.1328
3.2350	1.9844	92.3853	1984.4093
3.2400	1.9871	92.4055	1987.0657
3.2450	1.9913	92.4368	1991.2881
3.2500	1.9940	92.3826	1993.9602
3.2550	1.9982	92.3880	1998.2032
3.2600	2.0008	92.3415	2000.7884
3.2650	2.0051	92.3835	2005.0689
3.2700	2.0077	92.3634	2007.7201
3.2750	2.0119	92.3544	2011.9474
3.2800	2.0147	92.3803	2014.6921
3.2850	2.0189	92.3039	2018.8505
3.2900	2.0215	92.2781	2021.5390
3.2950	2.0244	92.3491	2024.3519
3.3000	2.0271	92.3864	2027.0953
3.3050	2.0313	92.3458	2031.2847
3.3100	2.0340	92.3394	2034.0464
3.3150	2.0382	92.3574	2038.1952
3.3200	2.0410	92.3703	2040.9760
3.3250	2.0451	92.3225	2045.0545
3.3300	0.5995	92.3920	599.5105
3.3350	0.4222	90.5465	422.2407
3.3400	0.3878	90.5325	387.8001
3.3450	0.3911	90.5663	391.1024
3.3500	0.3948	90.5284	394.8053
3.3550	0.3981	90.4309	398.0501
3.3600	0.4018	90.5359	401.8081
3.3650	0.4050	90.4725	404.9781
3.3700	0.4088	90.4438	408.8350
3.3750	0.4115	90.3240	411.5007
3.3800	0.4155	90.3273	415.4552
3.3850	0.4185	90.3565	418.4888
3.3900	0.4219	90.3899	421.8762
3.3950	0.4248	90.3621	424.8061
